title,genre
"20,000 Leagues Under the Sea",action_adventure
A Bug's Life,Animation
A Goofy Movie,action_adventure
A Kid in King Arthur's Court,action_adventure
A Knight for a Day,Animation
A Ring of Endless Light,coming_of_age
Aladdin (1992),action_adventure
Aladdin and the King of Thieves,action_adventure
Aladdin: The Return of Jafar,action_adventure
Alice in Wonderland,action_adventure
Aliens of the Deep,action_adventure
Alley Cats Strike!,coming_of_age
Almost Angels,coming_of_age
America's Heart & Soul,Documentary
Amy,Drama
An Extremely Goofy Movie,Animation
Andi Mack,Comedy
Annie,Drama
Apollo: Missions To The Moon,Documentary
Atlantis Rising,Documentary
Atlantis: Milo's Return,action_adventure
Atlantis: The Lost Empire,action_adventure
Auntie Edna,Animation
Avatar,action_adventure
Babes in the Woods,Animation
Babes in Toyland,Family
Bambi,Animation
Bambi II,Animation
Bao,Animation
Beach Picnic,Animation
Bearly Asleep,Animation
Beauty and the Beast: Belle's Magical World,Animation
Beauty and the Beast: The Enchanted Christmas,Animation
Beezy Bear,Animation
Before the Flood,Documentary
Benji the Hunted,action_adventure
Best Friends Whenever,Buddy
Big City Greens (Shorts),action_adventure
Big Hero 6,action_adventure
Big Hero 6 The Series (Shorts),action_adventure
Bizarre Dinosaurs,animals_nature
Blank Check,Comedy
Boat Builders,Animation
Bolt,action_adventure
Bone Bandit,Animation
Bonkers,Animation
Boundin',Animation
Boy Meets World,Comedy
Brave,Animation
Brave Little Toaster to the Rescue,action_adventure
Breaking2,Documentary
Brink!,coming_of_age
Brother Bear,action_adventure
Brother Bear 2,action_adventure
Buffalo Dreams,Buddy
Bug Juice: My Adventures at Camp,coming_of_age
BURN-E,Animation
Cadet Kelly,Comedy
Camp Nowhere,Comedy
Camp Rock,coming_of_age
Camp Rock 2: The Final Jam,coming_of_age
Can of Worms,Comedy
Candleshoe,Comedy
Canine Caddy,Animation
Cars,Animation
Cars 2,Animation
Cars 3,Animation
Cars Toon: Air Mater,Animation
Cars Toon: Heavy Metal Mater,Animation
Cars Toon: Hiccups,Animation
Cars Toon: Mater Private Eye,Animation
Cars Toon: Mater the Greater,Animation
Cars Toon: Monster Truck Mater,Animation
Cars Toon: The Radiator Springs 500 1/2,Animation
Casebusters,Drama
Cheetah,action_adventure
Chef Donald,Animation
Chicken Little,Animation
Chip 'n Dale's Rescue Rangers,action_adventure
Chip an' Dale,Animation
Cinderella,Animation
Cinderella II: Dreams Come True,Animation
Cinderella III: A Twist in Time,Animation
Clock Cleaners,Animation
Cloud 9,Sports
College Road Trip,Comedy
Confessions of a Teenage Drama Queen,Comedy
Coop & Cami Ask The World (Shorts),Comedy
Corn Chips,Animation
Cow Belles,Comedy
Crash & Bernstein,Comedy
Dadnapped,Comedy
Darby O'Gill and the Little People,Family
Darkwing Duck,action_adventure
Davy Crockett and the River Pirates,action_adventure
"Davy Crockett, King of the Wild Frontier",action_adventure
Day & Night,Animation
Decorating Disney: Holiday Magic,Documentary
Deep Blue,animals_nature
Descendants 2,coming_of_age
Diary Of A Wimpy Kid,Comedy
Dinosaur,action_adventure
Disney Adventures in Babysitting,action_adventure
Disney Avalon High,coming_of_age
Disney Bad Hair Day,Buddy
Disney Bizaardvark,Buddy
Disney Den Brother,Comedy
Disney Descendants,coming_of_age
Disney Descendants Wicked World (Shorts),Animation
Disney DuckTales (Shorts),action_adventure
Disney Evermoor,Series
Disney Family Sundays,Anthology
Disney Fast Layne,action_adventure
Disney Girl vs. Monster,action_adventure
Disney Gravity Falls,action_adventure
Disney Gravity Falls (Shorts),Animation
Disney Jake and the Never Land Pirates,action_adventure
Disney JONAS,Comedy
Disney Junior Music Nursery Rhymes,Animation
Disney K.C. Undercover,action_adventure
Disney Lab Rats: Elite Force,action_adventure
Disney Legend of the Three Caballeros,action_adventure
Disney Mickey Mouse Clubhouse,Animation
Disney Milo Murphy's Law,action_adventure
Disney Minnie's Bow-Toons (Shorts),Animation
Disney Stuck In The Middle,Comedy
Disney Take Two With Phineas And Ferb (Shorts),Animation
Disney Tangled: The Series - Short Cuts,action_adventure
Disney Under The Sea: A Descendants Short Story,Fantasy
Disney's Adventures Of The Gummi Bears,action_adventure
Disney's Doug,Animation
Disney's Fairy Tale Weddings,Family
Disney's Fairy Tale Weddings: Holiday Magic,Family
Disney's Hercules: The Animated Series,action_adventure
Disney's Kim Possible,action_adventure
Disney's Little Einsteins,action_adventure
Disney's Mighty Ducks,action_adventure
Disney's Recess,Animation
Disney's The Emperor's New School,Animation
Disney's The Kid,Comedy
Disney's The Little Mermaid (Series),action_adventure
Disneyland Around the Seasons (Walt Disney's Wonderful World of Color: 1961-69),Documentary
Disneynature African Cats,animals_nature
Disneynature Bears,animals_nature
Disneynature Born in China,animals_nature
Disneynature Chimpanzee,animals_nature
Disneynature Crimson Wing,animals_nature
Disneynature Monkey Kingdom,animals_nature
Disneynature Wings of Life,animals_nature
Dog Whisperer with Cesar Millan,animals_nature
Don't Look Under the Bed,coming_of_age
Donald's Golf Game,Animation
Donald's Tire Trouble,Animation
Double Teamed,Biographical
Doug's 1st Movie,Animation
"Dr. T, Lone Star Vet",Docuseries
DuckTales The Movie: Treasure of the Lost Lamp,action_adventure
Dug's Special Mission,Animation
Dumbo,action_adventure
Early to Bed,Animation
Earth Live,animals_nature
Easter Island Unsolved,Documentary
Eddie's Million Dollar Cook-off,Comedy
Eight Below,action_adventure
Elena of Avalor (Shorts),action_adventure
Emil and the Detectives,action_adventure
Empire of Dreams: The Story of the Star Wars Trilogy,Documentary
Encore!,Music
Escape to Witch Mountain,action_adventure
Even Stevens,Comedy
Expedition Mars: Spirit & Opportunity,Documentary
Fantasia,Animation
Fantasia 2000,Animation
Fantastic Four (Series),action_adventure
Fantastic Four: World's Greatest Heroes,action_adventure
Ferdinand the Bull,Animation
Finding Dory,action_adventure
Finding Nemo,action_adventure
First Kid,Buddy
Flight of the Navigator,action_adventure
Float,Animation
Flowers and Trees,Animation
Flubber,Comedy
Food for Feudin',Animation
For the Birds,Animation
Forky Asks a Question: What is Money?,Animation
Frank and Ollie,Biographical
Frankenweenie (Short),Drama
Freaky Friday,Comedy
Free Solo,action_adventure
Frenemies,Anthology
Frozen,Animation
Full-Court Miracle,coming_of_age
Fun and Fancy Free,action_adventure
Fuzzbucket,Buddy
Gargoyles,action_adventure
Geek Charming,Comedy
Genius,Comedy
George & A.J.,Animation
Geri's Game,Animation
Get a Clue,Drama
Giants of the Deep Blue,animals_nature
Girl Meets World,Comedy
Go Figure,coming_of_age
Going to the Mat,coming_of_age
Good Luck Charlie,Comedy
"Good Luck Charlie, It's Christmas!",Comedy
Goof Troop,Animation
Gotta Kick it Up,coming_of_age
Grand Canyonscope,Animation
Grasshopper and the Ants,Animation
Great Migrations,animals_nature
Greyfriars Bobby,animals_nature
Gus,animals_nature
Halloweentown,action_adventure
Halloweentown High,action_adventure
Halloweentown II: Kalabar's Revenge,action_adventure
Handy Manny,Animation
Hannah Montana,Comedy
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,concert_film
Hannah Montana The Movie,Comedy
Hatching Pete,Comedy
Hawaiian Holiday,Animation
Heavyweights,Comedy
Herbie Goes Bananas,action_adventure
Herbie Goes to Monte Carlo,action_adventure
Herbie Rides Again,Comedy
Hercules,action_adventure
High School Musical,coming_of_age
High School Musical 2,coming_of_age
High School Musical 3: Senior Year,coming_of_age
High School Musical: The Musical: The Series,Comedy
Hocus Pocus,Comedy
Home on the Range,Animation
"Honey, I Blew Up the Kid",Comedy
"Honey, I Shrunk the Kids",action_adventure
"Honey, We Shrunk Ourselves",action_adventure
Horse Sense,coming_of_age
Hostile Planet,animals_nature
Hounded,animals_nature
How Dogs Got Their Shapes,animals_nature
How to Build a Better Boy,action_adventure
How to Fish,Animation
How to Swim,Animation
Hulk and the Agents of S.M.A.S.H.,action_adventure
I'll Be Home for Christmas,action_adventure
Ice Age: The Great Egg-Scapade,Animation
Ice Princess,coming_of_age
Inner Workings,Animation
Inside Out,Animation
Inspector Gadget,action_adventure
Inspector Gadget 2,action_adventure
Into the Grand Canyon,action_adventure
Into the Okavango,action_adventure
Invincible,Biographical
Invisible Sister,Comedy
Iron Man (Series),action_adventure
Iron Man Armored Adventures,action_adventure
Iron Will,action_adventure
Jack,Comedy
Jack-Jack Attack,Animation
James and the Giant Peach,action_adventure
Jane,animals_nature
Jessie,Comedy
Jingle Pols,animals_nature
Johnny Kapahala: Back on Board,coming_of_age
Johnny Tsunami,coming_of_age
Jonas Brothers: The Concert Experience,concert_film
Journey to Shark Eden,action_adventure
Journey to the Center of the Earth,action_adventure
Jump In!,coming_of_age
Jumping Ship,action_adventure
Jungle 2 Jungle,Comedy
Jungle Cat,animals_nature
Kazaam,action_adventure
Kickin' It,action_adventure
Kim Possible,action_adventure
Kim Possible Movie: So the Drama,action_adventure
Kingdom of the Apes: Battle Lines,animals_nature
Kingdom of the Blue Whale,animals_nature
Kingdom of the White Wolf,action_adventure
Kitbull,Animation
Knick Knack Theatrical Short,Animation
Kronk's New Groove,Animation
La Luna,Animation
Lab Rats,action_adventure
Lady and the Tramp,action_adventure
Lava,Animation
LEGO Disney Frozen: Northern Lights (Shorts),action_adventure
LEGO Star Wars: All Stars,action_adventure
LEGO Star Wars: All Stars (Shorts),action_adventure
LEGO Star Wars: Droid Tales,action_adventure
LEGO Star Wars: Resistance Rises (Shorts),action_adventure
LEGO Star Wars: The Freemaker Adventures,action_adventure
LEGO Star Wars: The Freemaker Adventures (Shorts),action_adventure
LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,action_adventure
LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,action_adventure
LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,action_adventure
LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,action_adventure
LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,action_adventure
Lemonade Mouth,coming_of_age
Lend a Paw,Animation
Leroy & Stitch,action_adventure
Let it Shine,coming_of_age
Life is Ruff,animals_nature
Life With Mikey,Buddy
Life-Size 2,Comedy
Lifted,Animation
Lilo & Stitch,action_adventure
Lilo & Stitch 2: Stitch Has a Glitch,Animation
Lizzie McGuire,Comedy
Lonesome Ghosts,Animation
Lost Treasures of the Maya,Docuseries
Lou,action_adventure
Luck of the Irish,Comedy
Luxo Jr.,Animation
Magician Mickey,Animation
Mail Dog,Animation
Man Among Cheetahs,animals_nature
Mars: Inside SpaceX,Documentary
Marvel Comics X-Men,action_adventure
Marvel Rising: Initiation (Shorts),action_adventure
Marvel Rising: Secret Warriors,action_adventure
Marvel Studios: Assembling A Universe,action_adventure
Marvel Studios: Expanding the Universe,Documentary
Marvel Studios' Ant-Man,action_adventure
Marvel Studios' Avengers: Age of Ultron,action_adventure
Marvel Studios' Avengers: Endgame,action_adventure
Marvel Studios' Captain America: Civil War,action_adventure
Marvel Studios' Captain America: The First Avenger,action_adventure
Marvel Studios' Captain America: The Winter Soldier,action_adventure
Marvel Studios' Captain Marvel,action_adventure
Marvel Studios' Doctor Strange,action_adventure
Marvel Studios' Guardians of the Galaxy,action_adventure
Marvel Studios' Guardians of the Galaxy Vol. 2,action_adventure
Marvel Studios' Iron Man,action_adventure
Marvel Studios' Iron Man 2,action_adventure
Marvel Studios' Iron Man 3,action_adventure
Marvel Studios' The Avengers,action_adventure
Marvel Studios' Thor,action_adventure
Marvel Studios' Thor: The Dark World,action_adventure
Marvel Ultimate Spider-Man,action_adventure
Marvel's Agent Carter,action_adventure
Marvel's Ant-Man (Shorts),action_adventure
Marvel's Avengers Assemble,action_adventure
Marvel's Avengers: Secret Wars (Shorts),action_adventure
Marvel's Guardians of the Galaxy (Series),action_adventure
Marvel's Guardians of the Galaxy (Shorts),action_adventure
Marvel's Hero Project,Docuseries
Marvel's Inhumans,action_adventure
Marvel's Rocket & Groot (Shorts),action_adventure
Marvel's Ultimate Comics,action_adventure
Mary Poppins,Family
Mater and the Ghostlight,Animation
Meet the Deedles,Buddy
Meet the Robinsons,action_adventure
Melody Time,Animation
Mickey Down Under,Animation
Mickey Mouse (Shorts),Animation
Mickey Mouse Club (1955-59),Family
"Mickey, Donald, Goofy: The Three Musketeers",action_adventure
Mickey's Birthday Party,Animation
Mickey's Christmas Carol,Animation
Mickey's Delayed Date,Animation
Mickey's Once Upon a Christmas,Animation
Mickey's Rival,Animation
Mickey's Trailer,Animation
Mickey's Twice Upon a Christmas,Animation
Mighty Joe Young,action_adventure
Mike's New Car,Animation
Minutemen,action_adventure
Miracle,Drama
Miracle at Midnight,Drama
Miracle in Lane 2,Biographical
Miracle Landing on the Hudson,action_adventure
Mission to the Sun,Documentary
Moana,action_adventure
Mom's Got a Date With a Vampire,Comedy
Monsters University,Animation
"Monsters, Inc.",Animation
Motocrossed,Drama
Mr. Boogedy,Comedy
Mr. Duck Steps Out,Animation
Mr. Mouse Takes a Trip,Animation
Mulan II,action_adventure
Muppet Moments (Shorts),Anthology
Muppet Treasure Island,action_adventure
Muppets Most Wanted,action_adventure
My Favorite Martian,Comedy
My Friends Tigger & Pooh,Animation
National Treasure: Book of Secrets,action_adventure
Newsies,coming_of_age
Newsies: The Broadway Musical,coming_of_age
Noelle,Comedy
Now You See It,coming_of_age
Olaf's Frozen Adventure,Animation
Old Yeller,animals_nature
Oliver & Company,action_adventure
Once Upon a Mattress,Comedy
One Magic Christmas,Drama
One Man Band,Animation
Operation Dumbo Drop,action_adventure
Origins: The Journey of Humankind,Docuseries
Out of the Box,Kids
Paris To Pittsburgh,Documentary
Partly Cloudy,Animation
Party Central,Animation
Perri,animals_nature
Pete's Dragon,action_adventure
Peter Pan,action_adventure
Peter Pan: Return to Never Land,action_adventure
Phantom of the Megaplex,Comedy
Phil of the Future,Comedy
Phineas and Ferb,action_adventure
Phineas and Ferb the Movie: Across the 2nd Dimension,action_adventure
Phineas and Ferb: Mission Marvel,action_adventure
Piglet's Big Movie,action_adventure
Pinocchio,Animation
Piper,animals_nature
Pirates of the Caribbean: At World's End,action_adventure
Pirates of the Caribbean: Dead Man's Chest,action_adventure
Pirates of the Caribbean: The Curse of the Black Pearl,action_adventure
Pixar In Real Life,Anthology
Pixel Perfect,Comedy
Planet of the Birds,animals_nature
Pluto and the Gopher,Animation
Pluto's Christmas Tree,Animation
Pluto's Surprise Package,Animation
Pluto's Sweater,Animation
Pocahontas,action_adventure
Pocahontas II: Journey to a New World,action_adventure
Pollyanna,coming_of_age
Pooh's Grand Adventure: The Search for Christopher Robin,action_adventure
Pooh's Heffalump Movie,action_adventure
Presto,Animation
Princess Protection Program,Buddy
Purl,Animation
Quack Pack,action_adventure
Queen of Katwe,Biographical
Quints,Comedy
Ratatouille,Animation
Read It and Weep,Comedy
Ready to Run,animals_nature
Recess: All Growed Down,Animation
Recess: School's Out,Animation
Recess: Taking the 5th Grade,Animation
Red's Dream,Animation
Remember the Titans,Drama
Rescue Dog,Animation
Return from Witch Mountain,action_adventure
Return to Halloweentown,Family
Return to Oz,action_adventure
Richie Rich's Christmas Wish,action_adventure
Right on Track,Buddy
Riley’s First Date?,Animation
Rip Girls,coming_of_age
Robin Hood,action_adventure
Rocky Mountain Animal Rescue,animals_nature
Rogue One: A Star Wars Story,action_adventure
Roving Mars,Documentary
Ruby Bridges,Biographical
Sacred Planet,animals_nature
Saludos Amigos,Animation
"Sammy, The Way-Out Seal",animals_nature
Sanjay's Super Team,action_adventure
Santa Paws 2: The Santa Pups,Fantasy
Santa's Workshop,Animation
Saving Mr. Banks,Biographical
Science Fair,Documentary
Sea of Hope: America's Underwater Treasures,action_adventure
Secret of The Wings,Animation
Secretariat,animals_nature
Secrets of Christ's Tomb: Explorer Special,Documentary
Secrets of Life,animals_nature
Secrets of the King Cobra,animals_nature
Shake It Up,Buddy
Sharks of Lost Island,action_adventure
Sharpay's Fabulous Adventure,Comedy
Shipwrecked,action_adventure
Silver Surfer,action_adventure
Simpsons Movie,action_adventure
Sister Act,Comedy
Sister Act 2: Back in the Habit,Comedy
Skyrunners,action_adventure
Sleeping Beauty,Animation
Smart House,Comedy
Smash and Grab,Animation
Snow White and The Seven Dwarfs,Animation
Snowball Express,Comedy
Snowglobe,Comedy
So Weird,Fantasy
Society Dog Show,Animation
Spider-Man (Shorts),action_adventure
Spider-Man and His Amazing Friends,action_adventure
Spider-Man Unlimited,action_adventure
Spider-Woman,action_adventure
Star Wars Forces of Destiny (Shorts),action_adventure
Star Wars Rebels,action_adventure
Star Wars Rebels (Shorts),action_adventure
Star Wars: A New Hope (Episode IV),action_adventure
Star Wars: Attack of the Clones (Episode II),action_adventure
Star Wars: Blips,Series
Star Wars: Return of the Jedi (Episode VI),action_adventure
Star Wars: Revenge of the Sith (Episode III),action_adventure
Star Wars: The Empire Strikes Back (Episode V),action_adventure
Star Wars: The Force Awakens (Episode VII),action_adventure
Star Wars: The Phantom Menace (Episode I),action_adventure
Starstruck,Comedy
Steamboat Willie,Animation
Stepsister from Planet Weird,Comedy
Stitch! The Movie,Animation
Stonehenge Decoded: Secrets Revealed,Documentary
Stuck in the Suburbs,Comedy
Sultan and the Rock Star,action_adventure
Super Buddies,action_adventure
Swiss Family Robinson,action_adventure
TaleSpin,action_adventure
Tall Tale,action_adventure
Tangled,action_adventure
Tangled Before Ever After,Animation
Tarzan & Jane,action_adventure
Teacher's Pet,Animation
Teen Beach 2,Fantasy
Teen Beach Movie,coming_of_age
Teen Spirit,Buddy
That Darn Cat,animals_nature
That Darn Cat!,animals_nature
The Absent-Minded Professor,Comedy
The Adventures of André & Wally B.,Animation
The Adventures of Bullwhip Griffin,action_adventure
The Adventures of Huck Finn,action_adventure
The Adventures of Ichabod and Mr. Toad,action_adventure
The Adventures of Spin and Marty,Buddy
The African Lion,animals_nature
The Apple Dumpling Gang,Comedy
The Apple Dumpling Gang Rides Again,Comedy
The Aristocats,action_adventure
The Art of Skiing,Animation
The Avengers: Earth's Mightiest Heroes,action_adventure
The Avengers: United They Stand,action_adventure
The Band Concert,Animation
The Bears and I,animals_nature
The Big Bad Wolf,Animation
The Biscuit Eater,animals_nature
The Black Cauldron,action_adventure
The Black Hole,action_adventure
The Blue Umbrella,Animation
The Book of Once Upon a Time,Animation
The Book of Pooh,Comedy
The Brave Little Toaster Goes to Mars,action_adventure
The Castaway Cowboy,action_adventure
The Cheetah Girls,coming_of_age
The Cheetah Girls 2,coming_of_age
The Cheetah Girls: One World,Comedy
The Christmas Star,Crime
The Chronicles of Narnia: Prince Caspian,action_adventure
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",action_adventure
The Color of Friendship,Biographical
The Computer Wore Tennis Shoes,Comedy
The Country Bears,Comedy
The Emperor's New Groove,action_adventure
The Even Stevens Movie,action_adventure
The Flood,animals_nature
The Fox and the Hound,action_adventure
The Fox and the Hound 2,action_adventure
The Game Plan,Comedy
The Ghosts of Buxley Hall,Comedy
The Goddess of Spring,Animation
The Golden Touch,Animation
The Good Dinosaur,action_adventure
The Great Muppet Caper,Comedy
The Greatest Game Ever Played,Biographical
The Haunted Mansion,Comedy
The Hockey Champ,Animation
The Hunchback of Notre Dame,action_adventure
The Hunchback of Notre Dame II,action_adventure
The Imagineering Story,Docuseries
The Incredible Journey,action_adventure
The Incredibles,action_adventure
The Journey of Natty Gann,action_adventure
The Jungle Book 2,action_adventure
The Jungle Book: Mowgli's Story,action_adventure
The Legend of Mor'du,Animation
The Lion King 1 1/2,action_adventure
The Lion King 2: Simba's Pride,action_adventure
The Little Mermaid,Animation
The Little Mermaid II:  Return to the Sea,Animation
The Little Mermaid:  Ariel's Beginning,Animation
The Little Whirlwind,Animation
The Living Desert,animals_nature
The Lizzie McGuire Movie,Comedy
The Lost Tomb of Alexander the Great,Documentary
The Love Bug (1969),action_adventure
The Many Adventures of Winnie the Pooh,Animation
The Million Dollar Duck,Comedy
The Mistle-Tones,Drama
The Muppet Christmas Carol,Comedy
The Muppet Movie,action_adventure
The Muppets,Comedy
The Muppets (Series),Comedy
The New Adventures of Winnie the Pooh,Animation
The Old Mill,action_adventure
The Olympic Champ,Animation
The Parent Trap,Comedy
The Parent Trap (1961),Comedy
The Pied Piper,Animation
The Plausible Impossible (Disneyland: 1954-58),Documentary
The Poof Point,Comedy
The Prince and the Pauper,action_adventure
The Princess and the Frog,Animation
The Princess Diaries,Comedy
The Princess Diaries 2: Royal Engagement,Comedy
The Proud Family Movie,Animation
The Reluctant Dragon,Animation
The Replacements,Animation
The Rescuers,action_adventure
The Rescuers Down Under,action_adventure
The Rookie,Biographical
The Santa Clause,Comedy
The Santa Clause 2,Comedy
The Santa Clause 3: The Escape Clause,Comedy
The Scream Team,Comedy
The Secret of the Magic Gourd,Fantasy
The Shaggy D.A.,Comedy
The Shaggy Dog,Comedy
The Sign of Zorro,action_adventure
The Simple Things,Animation
The Sound of Music,Biographical
The Story of Robin Hood And His Merrie Men,action_adventure
The Strongest Man in the World,Comedy
The Suite Life Movie,Comedy
The Suite Life of Zack & Cody,action_adventure
The Suite Life On Deck,action_adventure
The Swap,Comedy
The Thirteenth Year,coming_of_age
The Three Caballeros,Animation
The Three Musketeers,action_adventure
The Tigger Movie,action_adventure
The Tortoise and the Hare,Animation
The Ugly Dachshund,animals_nature
The Ugly Duckling,Animation
The Ultimate Christmas Present,Comedy
The Vanishing Prairie,animals_nature
The Wild,action_adventure
The Wise Little Hen,Animation
The Wizards Return: Alex vs. Alex,Comedy
The World According to Jeff Goldblum,Docuseries
The Young Black Stallion,action_adventure
Three Blind Mouseketeers,Animation
Three Days,Drama
Three Little Pigs,Animation
Three Little Wolves,Animation
Three Men and a Baby,Buddy
Three Men and a Little Lady,Buddy
Thru the Mirror,Animation
Tiger Cruise,Drama
Tim Burton’s The Nightmare Before Christmas,Animation
Timon & Pumbaa,Animation
Tin Toy,Animation
Tinker Bell,action_adventure
Tinker Bell and the Great Fairy Rescue,action_adventure
Tinker Bell and the Lost Treasure,action_adventure
Titanic: 20 Years Later With James Cameron,Documentary
Toby Tortoise Returns,Animation
Tom and Huck,action_adventure
Toy Story,action_adventure
Toy Story 2,action_adventure
Toy Story 3,Animation
Toy Story Toons: Hawaiian Vacation,Animation
Toy Story Toons: Partysaurus Rex,Animation
Toy Story Toons: Small Fry,Animation
Trail of the Panda,action_adventure
Trailer Horn,Animation
Treasure Island,action_adventure
Treasure of Matecumbe,action_adventure
Treasure Planet,action_adventure
Tree Climbing Lions,animals_nature
Tron,action_adventure
Tru Confessions,coming_of_age
Tuck Everlasting,coming_of_age
Tugboat Mickey,Animation
Twas the Night,Comedy
Twitches,Comedy
Twitches Too,Comedy
Unidentified Flying Oddball,action_adventure
Up,action_adventure
"Up, Up and Away",Comedy
Valiant,action_adventure
Waking Sleeping Beauty,Documentary
WALL-E,action_adventure
Wendy Wu: Homecoming Warrior,action_adventure
Whispers: An Elephant's Tale,action_adventure
White Fang,action_adventure
Who Framed Roger Rabbit,action_adventure
Wild Yellowstone,animals_nature
Winged Seduction: Birds of Paradise,action_adventure
Winnie the Pooh,Animation
Winnie the Pooh: A Very Merry Pooh Year,Animation
Winnie the Pooh: Springtime with Roo,Animation
Winter Storage,Animation
Wizards of Waverly Place,Comedy
Wizards of Waverly Place: The Movie,action_adventure
Wolverine and The X-Men,action_adventure
World's Greatest Dogs,animals_nature
Wreck-It Ralph,action_adventure
X-Men: Evolution,action_adventure
Ye Olden Days,Animation
Yellowstone Cubs,animals_nature
You Lucky Dog,Comedy
You Wish!,coming_of_age
Your Friend the Rat,Animation
Z-O-M-B-I-E-S,coming_of_age
Zapped,Comedy
Zenon: Girl of the 21st Century,Comedy
Zenon: The Zequel,Comedy
Zenon: Z3,Comedy
Zootopia,Animation
Bedknobs and Broomsticks,Comedy
Blackbeard's Ghost,Comedy
Brave Little Tailor,action_adventure
Justin Morgan had a Horse,animals_nature
Lady and the Tramp II: Scamp's Adventure,action_adventure
Smart Guy,Comedy
The Cat from Outer Space,Comedy
The Great Mouse Detective,Animation
The Sword in the Stone,action_adventure
Those Calloways,animals_nature
Disney Kirby Buckets,action_adventure
Disney Mech-X4,action_adventure
Imagination Movers,Kids
Tomorrowland,action_adventure
Aquamarine,Comedy
Ice Age: Dawn Of The Dinosaurs,Animation
X-Men Origins: Wolverine,action_adventure
Night at the Museum: Battle of the Smithsonian,action_adventure
Eddie the Eagle,Biographical
Bend It Like Beckham,Buddy
Captain Sparky vs. The Flying Saucers,action_adventure
